Unnamed: 0,authorMeta/fans,authorMeta/following,authorMeta/verified,authorMeta/video,commentCount,createTimeISO,diggCount,playCount,shareCount,text,videoMeta/duration,sentiment,we_count,them_count,clean_text,has_we,has_them,we_count,them_count,pronoun_type,has_othering,othering_score,matched_patterns,othering_predicted,othering_proba,toxicity,severe_toxicity,identity_attack,insult,threat,emotion,emotion_score
10,6900000,561,True,1700,46900,2021-04-17T11:17:40.000Z,9500000,109300000,10300,Reply to @_pelin_9 Making Cotton Candy What should I try? Ib: @mooyahyah ✨ #candy #foryou #meme #foryoupage #viral #fyp #asmr,18,"{'label': 'neutral', 'score': 0.7157931923866272}",0,0,reply to making cotton candy what should i try? ib candy foryou meme foryoupage viral fyp asmr,False,False,0,0,none,False,0,[],0,0.0,0.12621872127056122,0.00026175499078817666,0.0005626286729238927,0.003516591154038906,0.0003715644415933639,confusion,0.948602020740509
11,2200000,150,False,68,66200,2021-07-30T22:05:54.000Z,9500000,35800000,109800,jimmy fallon is sooo suspicious like what’s wrong jimmathan #viral #comedy #meme #xyzcba,14,"{'label': 'negative', 'score': 0.8465564250946045}",2,0,jimmy fallon is sooo suspicious like what s wrong jimmathan viral comedy meme xyzcba,False,False,0,0,none,False,0,[],0,0.0,0.016787244006991386,0.00010301691509084776,0.00022498905309475958,0.0007044217200018466,0.00017412360466551036,confusion,0.4886724650859833
12,150200,52,False,5,102300,2022-02-16T16:08:40.000Z,9300000,54000000,505600,#pourtoi#drole#meme,9,"{'label': 'neutral', 'score': 0.8646699786186218}",1,0,pourtoi drole meme,False,False,0,0,none,False,0,[],0,0.0,0.1476222425699234,0.00036885731969960034,0.0015421616844832897,0.004180081654340029,0.0006423361483030021,neutral,0.9999901056289673
13,10600000,23,True,820,56600,2020-03-30T10:27:15.000Z,9200000,65000000,522800,His no-no square #memes #comedy #funny #funnymoments #humour #vr #virtualreality #vrgame #gaming #meme,10,"{'label': 'neutral', 'score': 0.5111280083656311}",1,0,his no-no square memes comedy funny funnymoments humour vr virtualreality vrgame gaming meme,False,False,0,0,none,False,0,[],0,0.0,0.0016655584331601858,9.335703362012282e-05,0.00014027599536348134,0.0002127617335645482,0.00011769463890232146,amusement,0.9993482232093811
14,5000000,0,False,255,40700,2022-02-06T04:51:01.000Z,9100000,67800000,45900,"I was about to eat in a restaurant, but I'm banned tf? #fyp #meme #itsstefano",8,"{'label': 'negative', 'score': 0.8303471803665161}",0,0,"i was about to eat in a restaurant, but i'm banned tf? fyp meme itsstefano",False,False,0,0,none,False,0,[],0,0.0,0.02673075534403324,0.00012501428136602044,0.00033383368281647563,0.0008841693634167314,0.00019891647389158607,disapproval,0.5628470778465271
15,3200000,617,False,109,467000,2020-06-17T20:27:34.000Z,37200000,299500000,2800000,Repost  #catsoftiktok #viral #funny #cute #cutness #foryoupage,13,"{'label': 'positive', 'score': 0.8212862610816956}",0,0,repost catsoftiktok viral funny cute cutness foryoupage,False,False,0,0,none,False,0,[],0,0.0,0.014266818761825562,0.00010172543989028782,0.00022808440553490072,0.0006527436780743301,0.0001711398654151708,admiration,0.762296199798584
16,5100000,37,False,136,233600,2021-01-09T15:38:27.000Z,20000000,227100000,1300000,Wee #foryou #foryoupage #tiktok #wee #funny #dog #animals #4u #xyzbca #fypage #fail #fyp #viral,7,"{'label': 'positive', 'score': 0.5213491916656494}",1,0,wee foryou foryoupage tiktok wee funny dog animals 4u xyzbca fypage fail fyp viral,False,False,0,0,none,True,1,['animals'],1,0.25,0.5525820851325989,0.0007420983165502548,0.0028802575543522835,0.034305233508348465,0.0011346579995006323,neutral,0.9962419271469116
17,8000000,69,True,147,214600,2020-09-05T23:27:18.000Z,19400000,169500000,433300,Our WHOLE Zoom class pranked our teacher  (she was so confused!!) #foryou #foryoupage #fyp #tiktok #viral #funny #trend #trending #funny #lol,14,"{'label': 'positive', 'score': 0.4746152460575104}",2,0,our whole zoom class pranked our teacher she was so confused!! foryou foryoupage fyp tiktok viral funny trend trending funny lol,True,False,2,0,we_only,False,0,[],0,0.0,0.08747812360525131,0.00015269246068783104,0.00032865192042663693,0.002961858408525586,0.0002647053624968976,amusement,0.897668719291687
18,1500000,69,False,19,151700,2021-02-02T21:23:50.000Z,18900000,110100000,394000,Had to make sure momma was there #funny #fyp #raccoons #love #bff #foryoupage #ThisorThatSBLV,10,"{'label': 'positive', 'score': 0.8531429171562195}",0,0,had to make sure momma was there funny fyp raccoons love bff foryoupage thisorthatsblv,False,False,0,0,none,False,0,[],0,0.0,0.2360704392194748,0.0005900366231799126,0.0017014131881296635,0.03710540011525154,0.0003586822422221303,amusement,0.8545066714286804
19,7900000,1436,False,2447,103800,2021-10-09T17:23:40.000Z,18900000,177700000,391400,Reply to @hankgreen1 @bunmousa not again #comedy #funny #alopecia,16,"{'label': 'negative', 'score': 0.6299407482147217}",1,0,reply to not again comedy funny alopecia,False,False,0,0,none,False,0,[],0,0.0,0.012348451651632786,9.589835826773196e-05,0.0002718146424740553,0.0005310187116265297,0.00015485369658563286,amusement,0.581733763217926
20,4100000,279,False,233,44500,2022-04-04T14:32:45.000Z,17100000,121800000,60300,Who living here? #willsmith #asmr #oddlysatisfying #signs #funny #foryou #fyp @Austin Mollno,51,"{'label': 'positive', 'score': 0.6685725450515747}",1,0,who living here? willsmith asmr oddlysatisfying signs funny foryou fyp mollno,False,False,0,0,none,False,0,[],0,0.0,0.02913041226565838,0.00010659035615390167,0.00034776845132000744,0.0012376421364024282,0.00020354785374365747,curiosity,0.5416619777679443
21,8400000,13,False,132,75900,2022-03-22T12:44:33.000Z,16900000,153000000,463900,The end #animal #pet #cats #pets #pets #dogs #animals #dog #wee #funny #cat #fyp #,33,"{'label': 'neutral', 'score': 0.5399225354194641}",1,0,the end animal pet cats pets pets dogs animals dog wee funny cat fyp,False,False,0,0,none,True,1,['animals'],1,0.25,0.056426819413900375,0.00014608290803153068,0.000370508263586089,0.002421309007331729,0.00026392462314106524,neutral,0.9965581297874451
22,6000000,295,False,2197,117500,2021-06-17T02:34:39.000Z,16600000,122600000,363400,Wow!! #comedy #funny #mickeymouse #mickey #oddlysatisfying,13,"{'label': 'positive', 'score': 0.9840351939201355}",1,0,wow!! comedy funny mickeymouse mickey oddlysatisfying,False,False,0,0,none,False,0,[],0,0.0,0.008652394637465477,9.099022281588987e-05,0.0002004336565732956,0.0004509077116381377,0.00014517891395371407,amusement,0.522565484046936
23,46500000,263,True,1280,155600,2020-12-25T14:35:26.000Z,16500000,152100000,159600,@Dasha 님과 #이어찍기 #추천 #fyp #viral #funny #xyzbca #korean #おすすめ,10,"{'label': 'neutral', 'score': 0.5771676898002625}",0,0,fyp viral funny xyzbca korean,False,False,0,0,none,False,0,[],0,0.0,0.006781463976949453,0.00011642503523034975,0.0002653684059623629,0.00036554105463437736,0.0001260296266991645,amusement,0.9990620017051697
24,2200000,6,False,89,137300,2022-04-14T02:40:59.000Z,16300000,300600000,989900,#fyp #fun #memes #cute #petdog #foryou #funny #pet,10,"{'label': 'positive', 'score': 0.8346630930900574}",0,0,fyp fun memes cute petdog foryou funny pet,False,False,0,0,none,False,0,[],0,0.0,0.05752755329012871,0.0001326362107647583,0.00034422168391756713,0.0023133018985390663,0.0002727772807702422,amusement,0.9941493272781372
25,7300000,99,True,425,86100,2022-04-02T17:23:13.000Z,15500000,243800000,281300,That HURT‼️ #virall #funny #prank #fyp #foryourpage #tiktok,11,"{'label': 'negative', 'score': 0.7424721717834473}",1,0,that hurt virall funny prank fyp foryourpage tiktok,False,False,0,0,none,False,0,[],0,0.0,0.6764628887176514,0.0014179331483319402,0.002592621138319373,0.041941288858652115,0.0012783317361027002,amusement,0.979972779750824
26,1300000,182,False,518,154100,2021-05-05T00:56:03.000Z,15400000,79600000,205400,#fyp #meme #funny #meme #vine,11,"{'label': 'positive', 'score': 0.6827881336212158}",0,0,fyp meme funny meme vine,False,False,0,0,none,False,0,[],0,0.0,0.07147490978240967,0.00016527017578482628,0.00047228479525074363,0.0019270380726084113,0.0004176142392680049,amusement,0.9988570213317871
27,8400000,13,False,132,94500,2022-04-12T13:55:21.000Z,15100000,121700000,393300,The end #funny #pet #animals #pets #dogs #dog #cats #cat #animal #wee #fyp #viral #,46,"{'label': 'positive', 'score': 0.5766333341598511}",1,0,the end funny pet animals pets dogs dog cats cat animal wee fyp viral,False,False,0,0,none,True,1,['animals'],1,0.25,0.03875378519296646,0.00012269997387193143,0.0003216830373276025,0.0015236027538776398,0.00023024730035103858,amusement,0.752976655960083
28,5100000,37,False,136,170600,2020-12-28T19:51:47.000Z,14700000,127700000,621700,Wee  #foryou #foryoupage #4u #tiktok #animals #xyzbca #fypage #funny #wee #dog #fyp #viral #fy,7,"{'label': 'neutral', 'score': 0.5659542679786682}",1,0,wee foryou foryoupage 4u tiktok animals xyzbca fypage funny wee dog fyp viral fy,False,False,0,0,none,True,1,['animals'],1,0.25,0.49875521659851074,0.0010651194024831057,0.0052824788726866245,0.04641471430659294,0.0011278678430244327,neutral,0.9909935593605042
29,4100000,154,False,315,35800,2022-05-09T12:52:32.000Z,14500000,144400000,192200,#weee # #pets #cat #pet #animals #animal #catlover #fun #dog #funnyy #dogs #cats #funnyvideos #funny #wee,42,"{'label': 'positive', 'score': 0.7732738852500916}",2,0,weee pets cat pet animals animal catlover fun dog funnyy dogs cats funnyvideos funny wee,False,False,0,0,none,True,1,['animals'],1,0.25,0.02905423380434513,0.00011667510261759162,0.00030855421209707856,0.0011322431964799762,0.000256185419857502,amusement,0.9987138509750366
30,2600000,84,False,385,183700,2020-08-30T23:46:50.000Z,14200000,112300000,1400000,It threw up#cat #petlifes #funny,6,"{'label': 'neutral', 'score': 0.5120216608047485}",0,0,it threw up cat petlifes funny,False,False,0,0,none,False,0,[],0,0.0,0.0036359261721372604,9.085617784876376e-05,0.00016774004325270653,0.0002820042136590928,0.00010173687769565731,amusement,0.9750604629516602
31,456100,4,False,55,52200,2022-03-14T12:23:57.000Z,8200000,59600000,94700,women ☕#xh #xuhuongtiktok #xuhuong #memes #jokes #women,23,"{'label': 'neutral', 'score': 0.859942615032196}",0,0,women xh xuhuongtiktok xuhuong memes jokes women,False,False,0,0,none,False,0,[],0,0.0,0.29797688126564026,0.0005821049562655389,0.008436602540314198,0.006105433218181133,0.0009128724923357368,neutral,0.999652624130249
32,1700000,2149,True,3543,15800,2021-01-12T16:39:47.000Z,8000000,44300000,12900,She is righting her wrongs. #ootd #gown #dress #designer #love #laugh #comedy #jokes #happy #model #happy #goodvibes  #fashion,33,"{'label': 'positive', 'score': 0.9412567019462585}",0,0,she is righting her wrongs. ootd gown dress designer love laugh comedy jokes happy model happy goodvibes fashion,False,False,0,0,none,False,0,[],0,0.0,0.0019775228574872017,8.656227146275342e-05,0.00015785008145030588,0.000234472710872069,0.00010083614324685186,love,0.6216205954551697
33,343400,1266,False,377,48700,2021-12-08T02:52:22.000Z,7900000,53300000,101500,This is how it’s done fellas  #wife #married #couple #funny #jokes,59,"{'label': 'neutral', 'score': 0.5679253339767456}",0,0,this is how it s done fellas wife married couple funny jokes,False,False,0,0,none,False,0,[],0,0.0,0.2344430387020111,0.0008291248814202845,0.0011572850635275245,0.020715633407235146,0.0005075122462585568,amusement,0.8978014588356018
34,3400000,40,False,178,45100,2021-05-01T21:11:52.000Z,7200000,29000000,129100,She never understands these..☠️ #fyp #foryou #viral #fypシ #jokes #funnyjokes,15,"{'label': 'negative', 'score': 0.8295941352844238}",0,0,she never understands these.. fyp foryou viral fyp jokes funnyjokes,False,False,0,0,none,False,0,[],0,0.0,0.183001309633255,0.0002977318363264203,0.0005282519850879908,0.005290304310619831,0.0002900513063650578,amusement,0.5867821574211121
35,242100,857,False,480,33900,2022-01-09T21:28:00.000Z,7200000,39800000,36200,Saw this trend and had to do it #routine #college #sorority #couplecomedy #jokes #foryou,13,"{'label': 'neutral', 'score': 0.6827524304389954}",0,0,saw this trend and had to do it routine college sorority couplecomedy jokes foryou,False,False,0,0,none,False,0,[],0,0.0,0.004304011818021536,8.36028775665909e-05,0.00015007735055405647,0.0003097526205237955,0.00010928565461654216,neutral,0.9968808889389038
36,352200,507,False,115,8351,2021-08-08T19:40:18.000Z,6600000,35100000,35200,Pt.2 Times my jokes haven’t gone according to plan  #joke #jokes #dadjokes #mumjokes #jokeswithmom #entertainment #dadjoke #laugh #jokess #bloopers,38,"{'label': 'negative', 'score': 0.6829654574394226}",0,0,pt.2 times my jokes haven t gone according to plan joke jokes dadjokes mumjokes jokeswithmom entertainment dadjoke laugh jokess bloopers,False,False,0,0,none,False,0,[],0,0.0,0.0334920696914196,0.0001215185911860317,0.0002605915942694992,0.0013084368547424674,0.0002107566106133163,neutral,0.9036090970039368
37,508100,1494,False,1463,45900,2022-04-04T21:25:19.000Z,6500000,33600000,230800,Too much “the office” Perfectly executed and I have to act upset. Bless. #momsoftiktok #jokes,18,"{'label': 'negative', 'score': 0.6364607214927673}",0,0,too much the office perfectly executed and i have to act upset. bless. momsoftiktok jokes,False,False,0,0,none,False,0,[],0,0.0,0.015910953283309937,0.00010449543333379552,0.00023617385886609554,0.0006971393013373017,0.00014810654101893306,disappointment,0.8353368639945984
38,68100,88,False,210,46400,2021-08-10T18:50:36.000Z,6500000,26100000,75700,omg now im ashamed of her  #jokes #viral,16,"{'label': 'negative', 'score': 0.9385702610015869}",0,0,omg now im ashamed of her jokes viral,False,False,0,0,none,False,0,[],0,0.0,0.08686690777540207,0.00016690547636244446,0.0003599420888349414,0.002038844395428896,0.0002649469824973494,embarrassment,0.9964326620101929
39,274400,1509,False,75,62100,2020-07-20T21:18:50.000Z,6400000,25800000,197400,Jokes on him #momsoftiktok #30andoverclub #jokes,39,"{'label': 'neutral', 'score': 0.5462442636489868}",0,0,jokes on him momsoftiktok 30andoverclub jokes,False,False,0,0,none,False,0,[],0,0.0,0.01984485238790512,0.00010462764475960284,0.00024229752307292074,0.0007727955817244947,0.00016342263552360237,amusement,0.6987141370773315
40,265000,573,False,113,13600,2021-06-20T03:36:38.000Z,6200000,45800000,7868,he is honestly working on his day off and it has me weak because this our vacation for Father’s Day #iCarlyAffirmation #jokes #xyzbca,31,"{'label': 'neutral', 'score': 0.4865712523460388}",3,0,he is honestly working on his day off and it has me weak because this our vacation for father s day icarlyaffirmation jokes xyzbca,True,False,1,0,we_only,False,0,[],0,0.0,0.017943358048796654,0.00011259964958298951,0.00022163521498441696,0.0007246251334436238,0.00016368040814995766,annoyance,0.7961243391036987
41,792400,705,False,1039,37400,2021-12-15T02:17:58.000Z,6100000,33800000,441100,BLIND REACT! Can you send a 2 year old to art school?? #limblossboss #dreamteamprosthetics #amputee #darkhumour #dadjokes #jokes #funny #comedy #lol #a,13,"{'label': 'neutral', 'score': 0.7209262251853943}",1,0,blind react! can you send a 2 year old to art school?? limblossboss dreamteamprosthetics amputee darkhumour dadjokes jokes funny comedy lol a,False,False,0,0,none,False,0,[],0,0.0,0.372626394033432,0.0003621166106313467,0.0023441636003553867,0.040705956518650055,0.0007093739113770425,amusement,0.9915418028831482
42,4600000,2392,False,578,19200,2020-05-06T21:01:01.000Z,6100000,41900000,257100,What’s the difference?  #jokes #fyp #foryou #foryoupage #viral #innapropriate #trend,9,"{'label': 'neutral', 'score': 0.8208351731300354}",0,0,what s the difference? jokes fyp foryou foryoupage viral innapropriate trend,False,False,0,0,none,False,0,[],0,0.0,0.04022939130663872,0.00012185242667328566,0.0002607322530820966,0.001147968927398324,0.00021492729138117284,confusion,0.7910962104797363
43,147500,34,False,17,52400,2022-04-05T17:59:23.000Z,6000000,50200000,281900,#fyp #foryourpage #jokes #jokesintheoffice #tuesday #scaredthehelloutofme @marlybautizta,7,"{'label': 'negative', 'score': 0.5466551184654236}",1,0,fyp foryourpage jokes jokesintheoffice tuesday scaredthehelloutofme,False,False,0,0,none,False,0,[],0,0.0,0.23613497614860535,0.0003323947312310338,0.0005464910063892603,0.0058756377547979355,0.0005041593103669584,fear,0.9869217872619629
44,278600,332,False,757,17400,2022-02-12T22:54:49.000Z,5600000,36900000,211300,#stitch with @gavinfujjj unreal!! #stitch #fypシ #WTF #jokes #funniest #foryoupage #fyp #AlaskaAirCAREoke #crazy #lmao #fish #dogshit,15,"{'label': 'positive', 'score': 0.8809533715248108}",0,0,stitch with unreal!! stitch fyp wtf jokes funniest foryoupage fyp alaskaaircareoke crazy lmao fish dogshit,False,False,0,0,none,False,0,[],0,0.0,0.8084856867790222,0.004373887553811073,0.007556339725852013,0.14561758935451508,0.001399307744577527,amusement,0.9997162222862244
45,31700,94,False,108,61300,2021-12-22T17:34:57.000Z,5500000,24600000,108100,They’re so innocent  #fyp #jokes #parents #foryou #lol,16,"{'label': 'positive', 'score': 0.6467822194099426}",0,0,they re so innocent fyp jokes parents foryou lol,False,True,0,1,them_only,False,0,[],0,0.0,0.47219008207321167,0.0004973324248567224,0.002597189974039793,0.06500189006328583,0.00043004273902624846,amusement,0.9997931122779846
46,1300000,182,False,518,154100,2021-05-05T00:56:03.000Z,15400000,79600000,205400,#fyp #meme #funny #meme #vine,11,"{'label': 'positive', 'score': 0.6827881336212158}",0,0,fyp meme funny meme vine,False,False,0,0,none,False,0,[],0,0.0,0.07147490978240967,0.00016527017578482628,0.00047228479525074363,0.0019270380726084113,0.0004176142392680049,amusement,0.9988570213317871
47,960500,1286,False,493,82800,2021-09-24T06:40:54.000Z,8900000,78200000,165100,Well the table broke! ‍♂️ #fyp #fypシ #meme #trend #tablebroke #osu #osugame #godmode #viral,13,"{'label': 'negative', 'score': 0.7142823934555054}",0,0,well the table broke! fyp fyp meme trend tablebroke osu osugame godmode viral,False,False,0,0,none,False,0,[],0,0.0,0.4983672797679901,0.0008681828039698303,0.0031689496245235205,0.02332160621881485,0.0010885467054322362,disappointment,0.8201689124107361
48,8700000,4,True,89,84900,2021-05-06T14:51:50.000Z,8700000,89800000,17700,So simple ‍♂️ @mingweirocks #meme #fail #funny #foryou #viral,21,"{'label': 'positive', 'score': 0.6015486121177673}",1,0,so simple meme fail funny foryou viral,False,False,0,0,none,False,0,[],0,0.0,0.12707269191741943,0.00017918969388119876,0.00046008898061700165,0.002922507468611002,0.0003758389502763748,amusement,0.9855697751045227
49,2400000,440,False,10200,56200,2022-02-14T20:56:50.000Z,8700000,51300000,263600,Nobody got hurt everything is Protected  no Danger no Violation everything is Staged and Fake #meme #foryou #funnyvideos  #joke,12,"{'label': 'neutral', 'score': 0.4816189706325531}",0,0,nobody got hurt everything is protected no danger no violation everything is staged and fake meme foryou funnyvideos joke,False,False,0,0,none,False,0,[],0,0.0,0.08654717355966568,0.00017636602569837123,0.00037498073652386665,0.0022294046357274055,0.0004934763419441879,amusement,0.6451746225357056
50,2400000,20,False,181,67600,2021-07-15T18:33:26.000Z,8700000,102300000,368600,Wee #foryou #foryoupage #funny #viral #wee #meme #animals #funnyvideo #4u #fypage #funnyanimals #fyp,7,"{'label': 'positive', 'score': 0.6294403076171875}",1,0,wee foryou foryoupage funny viral wee meme animals funnyvideo 4u fypage funnyanimals fyp,False,False,0,0,none,True,1,['animals'],1,0.25,0.15225157141685486,0.0002607849892228842,0.0005592802772298455,0.0046471827663481236,0.00046497720177285373,amusement,0.99983811378479
51,1300000,182,False,518,154100,2021-05-05T00:56:03.000Z,15400000,79600000,205400,#fyp #meme #funny #meme #vine,11,"{'label': 'positive', 'score': 0.6827881336212158}",0,0,fyp meme funny meme vine,False,False,0,0,none,False,0,[],0,0.0,0.07147490978240967,0.00016527017578482628,0.00047228479525074363,0.0019270380726084113,0.0004176142392680049,amusement,0.9988570213317871
52,46500000,263,True,1280,71700,2021-01-16T15:09:09.000Z,14000000,160400000,61600,@❤️Sasha&Vanya&Roma❤️ 님과 #이어찍기  #추천 #fyp #viral #funny #xyzbca #おすすめ,18,"{'label': 'positive', 'score': 0.7914667129516602}",0,0,sasha vanya roma fyp viral funny xyzbca,False,False,0,0,none,False,0,[],0,0.0,0.016174226999282837,0.0001255795214092359,0.0003531583643052727,0.0007135015330277383,0.00020233847317285836,amusement,0.9991739392280579
53,696800,42,False,90,55300,2022-04-07T14:05:06.000Z,13900000,106100000,323000,The end #funny #funnyvideos #animals #haha #meme #dog #cat #fypage #viral #pets,25,"{'label': 'positive', 'score': 0.848612368106842}",0,0,the end funny funnyvideos animals haha meme dog cat fypage viral pets,False,False,0,0,none,True,1,['animals'],1,0.25,0.1024317517876625,0.00018950986850541085,0.0006811578059569001,0.003373156301677227,0.00039069101330824196,amusement,0.9998146891593933
54,3300000,46,False,263,88800,2021-07-31T16:39:28.000Z,13800000,143800000,223400,Wait / Go #fypシ #charlie #wait #go #funny #cute #comedy,16,"{'label': 'positive', 'score': 0.631220281124115}",0,0,wait go fyp charlie wait go funny cute comedy,False,False,0,0,none,False,0,[],0,0.0,0.018936989828944206,9.520089224679396e-05,0.0002737462054938078,0.0008844364783726633,0.00017763228970579803,amusement,0.9997159838676453
55,4600000,1016,False,1341,11000,2020-03-07T22:43:56.000Z,5300000,34700000,273800,Follow my insta @drakekiker #AfterMyCoffee #shykids #ChilisBirthday #diyproject #UltraSmoothMoves #joke #jokes #joker #funny #luagh #fy #fyp #foryоu,39,"{'label': 'neutral', 'score': 0.5172145962715149}",0,0,follow my insta aftermycoffee shykids chilisbirthday diyproject ultrasmoothmoves joke jokes joker funny luagh fy fyp fory u,False,False,0,0,none,False,0,[],0,0.0,0.76004558801651,0.003026556922122836,0.011319686658680439,0.24301230907440186,0.0015742629766464233,amusement,0.70090252161026
56,333400,533,False,77,5660,2021-08-19T19:34:15.000Z,5200000,34200000,25600,Wait till the end  #prank #pranks #tattoo #funn #fyp #jokes,30,"{'label': 'neutral', 'score': 0.6460199356079102}",0,0,wait till the end prank pranks tattoo funn fyp jokes,False,False,0,0,none,False,0,[],0,0.0,0.18265892565250397,0.00023154421069193631,0.0007651749183423817,0.0049543241038918495,0.0006730449385941029,amusement,0.5695646405220032
57,9700000,140,False,667,25800,2021-02-05T21:52:47.000Z,5100000,28100000,124900,Dommy has a way with words. #jokes #comedy #laugh #hilarious #minnesota #winona #kickasslife #oldjokes,32,"{'label': 'positive', 'score': 0.8518801927566528}",1,0,dommy has a way with words. jokes comedy laugh hilarious minnesota winona kickasslife oldjokes,False,False,0,0,none,False,0,[],0,0.0,0.08256564289331436,0.00021494469547178596,0.0004923069500364363,0.005697459913790226,0.00019118997443001717,amusement,0.999828577041626
