Unnamed: 0,id,likesCount,owner/is_mentionable,owner/is_private,owner/is_verified,repliesCount,text,timestamp,sentiment,we_count,them_count,clean_text,has_we,has_them,we_count,them_count,pronoun_type,has_othering,othering_score,matched_patterns,othering_predicted,othering_proba,toxicity,severe_toxicity,identity_attack,insult,threat,emotion,emotion_score
35,18057221813160882,16,True,False,False,0,Con man,2025-04-15T20:03:43.000Z,"{'label': 'neutral', 'score': 0.6645602583885193}",0,0,con man,False,False,0,0,none,False,0,[],0,0.0,0.16416476666927338,0.0005052484339103103,0.0010601094691082835,0.011871145106852055,0.00023769488325342536,neutral,0.999987006187439
36,17927525250044591,89,True,True,False,0,The communist is at it Again! This man is a Threat to Our Republic,2025-04-15T20:08:06.000Z,"{'label': 'negative', 'score': 0.9254827499389648}",0,0,the communist is at it again! this man is a threat to our republic,True,False,1,0,we_only,False,0,[],0,0.0,0.7418161034584045,0.0022464434150606394,0.0895187109708786,0.05190115049481392,0.005213343072682619,annoyance,0.9951162338256836
37,18064200419006173,11,True,False,False,0,I thought Coachella was a music festival 😭😭🙏🙏 I don’t think he knows where he’s even at,2025-04-15T20:14:32.000Z,"{'label': 'negative', 'score': 0.6478851437568665}",1,0,i thought coachella was a music festival i don t think he knows where he s even at,False,False,0,0,none,False,0,[],0,0.0,0.0007684328011237085,0.00010722761362558231,0.0001354463747702539,0.00017782887152861804,0.00011400860967114568,neutral,0.8668363690376282
38,17843574663464832,4,True,True,False,0,How did these people get to the show? Majority anyway,2025-04-15T20:15:35.000Z,"{'label': 'negative', 'score': 0.6499369144439697}",0,0,how did these people get to the show? majority anyway,False,True,0,1,them_only,False,0,[],0,0.0,0.0009376071393489838,0.00010269794438499957,0.00015488427015952766,0.00018635578453540802,0.00010408561502117664,curiosity,0.7977985143661499
39,18090781153581042,36,True,True,False,1,What would a man who’s never had a job outside of politics know about working class people? He epitomizes why socialism doesn’t work: there’s always going to be a ruling class. Guess where Bernie would fit?,2025-04-15T20:07:35.000Z,"{'label': 'negative', 'score': 0.7676981091499329}",0,0,what would a man who s never had a job outside of politics know about working class people? he epitomizes why socialism doesn t work there s always going to be a ruling class. guess where bernie would fit?,False,False,0,0,none,False,0,[],0,0.0,0.0035044674295932055,8.380761573789641e-05,0.00022908192477189004,0.00029653639649040997,9.488358773523942e-05,neutral,0.795071542263031
40,17910103644100665,34,True,True,False,0,Feel him Bern!!! He is a failure and has not made one significant contribution to the US. He is an old school scam artist making people think communism works when we all know communism is a failed system and ideology. God bless 🇺🇸,2025-04-15T20:14:25.000Z,"{'label': 'negative', 'score': 0.8712207078933716}",1,0,feel him bern!!! he is a failure and has not made one significant contribution to the us. he is an old school scam artist making people think communism works when we all know communism is a failed system and ideology. god bless,True,False,2,0,we_only,False,0,[],0,0.0,0.4028901755809784,0.000512036494910717,0.009273719973862171,0.07065686583518982,0.0007547008572146297,neutral,0.6915467381477356
41,18318806686204767,9,True,False,False,0,Grandpa is trying to be hip to the jive again...,2025-04-15T20:15:50.000Z,"{'label': 'neutral', 'score': 0.7249990105628967}",0,0,grandpa is trying to be hip to the jive again...,False,False,0,0,none,False,0,[],0,0.0,0.0010634363861754537,9.86897575785406e-05,0.00014287012163549662,0.0001934279134729877,9.851544018601999e-05,neutral,0.9999880790710449
42,17883159348165355,31,True,False,False,0,Imagine this grumpy old man taking over a stage there. What a downer.,2025-04-15T20:17:27.000Z,"{'label': 'negative', 'score': 0.9055140614509583}",0,0,imagine this grumpy old man taking over a stage there. what a downer.,False,False,0,0,none,True,1,['taking_over'],1,0.25,0.7504202723503113,0.001416994957253337,0.005194693338125944,0.3736332058906555,0.00043671991443261504,annoyance,0.8384262323379517
43,18045291347377368,6,True,False,False,0,The man that takes money from corporations is speaking,2025-04-15T22:08:19.000Z,"{'label': 'negative', 'score': 0.5450584292411804}",0,0,the man that takes money from corporations is speaking,False,False,0,0,none,False,0,[],0,0.0,0.0040912507101893425,9.144619980361313e-05,0.0001781036116881296,0.0002562240115366876,0.00010591335012577474,neutral,0.9999895095825195
44,18325469419165456,12,True,True,False,2,If you’re at Coachella you already agree to all this crap 🤣,2025-04-15T20:13:49.000Z,"{'label': 'negative', 'score': 0.7055308222770691}",0,0,if you re at coachella you already agree to all this crap,False,False,0,0,none,False,0,[],0,0.0,0.793485164642334,0.005015602335333824,0.001975037157535553,0.09485333412885666,0.0012365839211270213,neutral,0.8893210291862488
45,18042353819528615,1,False,True,False,0,❤️❤️❤️❤️,2025-04-16T01:16:53.000Z,"{'label': 'positive', 'score': 0.9504250288009644}",0,0,,False,False,0,0,none,False,0,[],0,0.0,0.0019954389426857233,0.00010936457692878321,0.0001826662919484079,0.0002450727915856987,0.00011330090637784451,neutral,0.9995506405830383
46,18059916287281490,1,True,False,False,0,8.2% really is way overshooting,2025-04-16T01:06:51.000Z,"{'label': 'negative', 'score': 0.6921032667160034}",0,0,8.2 really is way overshooting,False,False,0,0,none,False,0,[],0,0.0,0.0017430824227631092,9.244139801012352e-05,0.00013634099741466343,0.0002027731970883906,9.445360774407163e-05,neutral,0.9999884366989136
47,18045706454524176,7,True,True,False,0,"And billionaires are the ones crashing the stock market, so they can steal your retirement and purchase everything you used to own for pennies.On the dollar....",2025-04-16T01:59:19.000Z,"{'label': 'negative', 'score': 0.7990494966506958}",2,1,"and billionaires are the ones crashing the stock market, so they can steal your retirement and purchase everything you used to own for pennies.on the dollar....",False,True,0,1,them_only,False,0,[],0,0.0,0.1647360622882843,0.00024676776956766844,0.0018506823107600212,0.009237249381840229,0.0004756368580274284,neutral,0.9999929666519165
48,17928053574022011,1,False,True,False,0,Yet they have the nerve to talk ish about China 😒 stop deflecting USA!,2025-04-16T01:10:40.000Z,"{'label': 'negative', 'score': 0.8904672861099243}",0,1,yet they have the nerve to talk ish about china stop deflecting usa!,False,True,0,1,them_only,False,0,[],0,0.0,0.03835258632898331,0.00014436320634558797,0.0009962350595742464,0.000906775239855051,0.0003096879518125206,neutral,0.9999819993972778
49,18065126914992653,0,False,True,False,1,"The top 1% pays half of all taxes.  Half!  We take in 5T in taxes each year.  That’s more than the GDP of Germany (3rd highest behind US and China). We take in 1.3 Trillion more than Germany if you adjust for population size.  Germany runs a deficit of about 100B whereas our deficit is 1.3 trillion already this year.  It’s a borrowing and spending problem, not a tax the rich problem.",2025-04-16T05:24:02.000Z,"{'label': 'neutral', 'score': 0.4831778407096863}",2,0,"the top 1 pays half of all taxes. half! we take in 5t in taxes each year. that s more than the gdp of germany 3rd highest behind us and china . we take in 1.3 trillion more than germany if you adjust for population size. germany runs a deficit of about 100b whereas our deficit is 1.3 trillion already this year. it s a borrowing and spending problem, not a tax the rich problem.",True,False,4,0,we_only,False,0,[],0,0.0,0.002231702208518982,9.291784226661548e-05,0.00019473291467875242,0.00022662185074295849,0.0001072927625500597,neutral,0.999988317489624
50,17931234789011195,2,False,True,False,0,none,2025-04-16T02:19:23.000Z,"{'label': 'neutral', 'score': 0.6332381367683411}",0,0,none,False,False,0,0,none,False,0,[],0,0.0,0.0011606368934735656,0.00010124022082891315,0.0001464106171624735,0.00020216875418554991,9.963934280676767e-05,neutral,0.9999849796295166
51,18018804677697871,1,True,False,False,0,It's noteworthy that we don't have a revenue/taxes problem. We have a spending problem.,2025-04-16T04:27:59.000Z,"{'label': 'neutral', 'score': 0.6397527456283569}",1,0,it's noteworthy that we don't have a revenue taxes problem. we have a spending problem.,True,False,2,0,we_only,False,0,[],0,0.0,0.0011440635425969958,9.939545270754024e-05,0.00014785975508857518,0.00019070330017711967,0.00011113419168395922,neutral,0.9953492283821106
52,17885870478143709,0,True,True,False,0,First lie IRS does not tax assets so their net worth is not income. Second lie a closer look shows most of their wealth accumulated under the Obama administration who put more Americans on food stamps than any other president🙈,2025-04-16T06:05:18.000Z,"{'label': 'negative', 'score': 0.7423208951950073}",1,2,first lie irs does not tax assets so their net worth is not income. second lie a closer look shows most of their wealth accumulated under the obama administration who put more americans on food stamps than any other president,False,True,0,2,them_only,False,0,[],0,0.0,0.0011573220835998654,0.00010164029663428664,0.00016738152771722525,0.0002087546745315194,0.00010853086860151961,neutral,0.9999890327453613
53,17949851648956569,1,False,True,False,0,"Not only that, they also don't pay into Social Security after hitting a certain amount. They need to raise the cap or remove it.",2025-04-16T01:06:50.000Z,"{'label': 'negative', 'score': 0.770569384098053}",0,1,"not only that, they also don't pay into social security after hitting a certain amount. they need to raise the cap or remove it.",False,True,0,2,them_only,False,0,[],0,0.0,0.0007945270626805723,0.00011257623555138707,0.0001482878578826785,0.00017954935901798308,0.0001204942018375732,neutral,0.9955527186393738
54,18057603839143111,0,False,True,False,1,Yes let's tax aoc Bernie sanders,2025-04-16T05:24:03.000Z,"{'label': 'neutral', 'score': 0.6287323832511902}",0,0,yes let's tax aoc bernie sanders,False,False,0,0,none,False,0,[],0,0.0,0.0021419331897050142,8.614872058387846e-05,0.00016077636973932385,0.00022015205468051136,9.470858640270308e-05,neutral,0.9703284502029419
55,17890388628221618,0,True,True,False,1,Fake news,2025-04-16T01:36:19.000Z,"{'label': 'neutral', 'score': 0.5299873352050781}",0,0,fake news,False,False,0,0,none,False,0,[],0,0.0,0.030801881104707718,0.0001316924171987921,0.0003703835536725819,0.0008500641561113298,0.00024753925390541553,neutral,0.9999487400054932
56,18000998717604410,0,True,True,False,0,Well the wealthiest people all vote democrat so good luck with that one,2025-04-16T01:03:57.000Z,"{'label': 'negative', 'score': 0.47104188799858093}",1,0,well the wealthiest people all vote democrat so good luck with that one,False,False,0,0,none,False,0,[],0,0.0,0.002712830202654004,8.762014476815239e-05,0.00020561159180942923,0.00024230050621554255,0.0001237383985426277,optimism,0.9672057032585144
57,18032952938336655,0,True,True,False,0,"This is fake news. Totally fake. The demonrats are in the pockets of the richest entities in the world. On top of that, the top 1% pay more into taxes than the other 99%  You are so full of Shite.",2025-04-16T10:15:16.000Z,"{'label': 'negative', 'score': 0.883970320224762}",0,0,"this is fake news. totally fake. the demonrats are in the pockets of the richest entities in the world. on top of that, the top 1 pay more into taxes than the other 99 you are so full of shite.",False,False,0,0,none,False,0,[],0,0.0,0.9335781931877136,0.010671806521713734,0.005221836734563112,0.5630245804786682,0.0007717410335317254,disapproval,0.9947870969772339
58,18327349840162899,0,True,False,False,4,"Where were your demands for taxing billionaires when Biden was in office, you didn't make a single post about it then",2025-04-16T02:24:41.000Z,"{'label': 'negative', 'score': 0.6520336270332336}",2,0,"where were your demands for taxing billionaires when biden was in office, you didn't make a single post about it then",False,False,0,0,none,False,0,[],0,0.0,0.0020686648786067963,8.849098230712116e-05,0.00016982057422865182,0.00022106728283688426,0.00010700218263082206,neutral,0.9965609908103943
59,18026030666444493,466,True,True,False,5,Why are American taxpayers funding elitist school to begin with?,2025-04-15T22:03:49.000Z,"{'label': 'negative', 'score': 0.8847073316574097}",0,0,why are american taxpayers funding elitist school to begin with?,False,False,0,0,none,False,0,[],0,0.0,0.0009989109821617603,0.00010366315837018192,0.0001641771523281932,0.00019655993673950434,0.00011250262468820438,confusion,0.5137360095977783
60,17955085283940790,775,True,True,False,20,No university should be funded with taxpayer dollars. Especially universities that charge $80K for tuition and don’t admit taxpayers if they’re the wrong color.,2025-04-15T21:59:11.000Z,"{'label': 'negative', 'score': 0.862842321395874}",0,1,no university should be funded with taxpayer dollars. especially universities that charge 80k for tuition and don t admit taxpayers if they re the wrong color.,False,True,0,1,them_only,False,0,[],0,0.0,0.0008222429314628243,0.00010753039532573894,0.0001512628950877115,0.00018485453620087355,0.00011673229892039672,neutral,0.9847005605697632
61,18131077525417469,132,True,True,False,2,Why does a single tax payer dollar go to these institutions?,2025-04-15T22:05:24.000Z,"{'label': 'negative', 'score': 0.7485419511795044}",0,0,why does a single tax payer dollar go to these institutions?,False,False,0,0,none,False,0,[],0,0.0,0.0009800161933526397,0.00010547673446126282,0.00015347060980275273,0.00020581793796736747,0.00010499324707780033,curiosity,0.9872019290924072
62,18027627455410842,275,True,False,False,2,PRIVATE UNIVERSITY. You should never receive taxpayers money. Survive on your own dime,2025-04-15T22:25:24.000Z,"{'label': 'negative', 'score': 0.9147807359695435}",1,0,private university. you should never receive taxpayers money. survive on your own dime,False,False,0,0,none,False,0,[],0,0.0,0.11413135379552841,0.00016243208665400743,0.0011009413283318281,0.004906278569251299,0.0006281506503000855,neutral,0.999459445476532
63,18472503982066725,40,True,True,False,3,Why does a private university need federal funding?,2025-04-15T22:02:13.000Z,"{'label': 'neutral', 'score': 0.625312864780426}",0,0,why does a private university need federal funding?,False,False,0,0,none,False,0,[],0,0.0,0.0008104402804747224,0.00011149041529279202,0.0001520718797110021,0.0001876463502412662,0.00010911103890975937,confusion,0.6396798491477966
64,18224595694295229,3,True,False,True,0,👏👏👏,2025-04-16T02:19:12.000Z,"{'label': 'positive', 'score': 0.8980261087417603}",0,0,,False,False,0,0,none,False,0,[],0,0.0,0.0019954389426857233,0.00010936457692878321,0.0001826662919484079,0.0002450727915856987,0.00011330090637784451,neutral,0.9995506405830383
65,18083552035725419,473,False,True,False,14,"Well the Harvard president is right, they are a private institution and they can have whatever policy they want.....but the President also has the right to rescind Federal grants.",2025-04-15T21:59:27.000Z,"{'label': 'neutral', 'score': 0.7220500707626343}",0,3,"well the harvard president is right, they are a private institution and they can have whatever policy they want.....but the president also has the right to rescind federal grants.",False,True,0,3,them_only,False,0,[],0,0.0,0.0006062912289053202,0.00012226188846398145,0.0001437193132005632,0.00017541124543640763,0.0001279330172110349,approval,0.9946379065513611
66,17979297743820933,52,False,True,False,0,"""Private university"" is not private if my taxes fund it.",2025-04-15T23:10:11.000Z,"{'label': 'neutral', 'score': 0.5919942855834961}",0,0,private university is not private if my taxes fund it.,False,False,0,0,none,False,0,[],0,0.0,0.0010546392295509577,0.00010301465954398736,0.0001571934117237106,0.00019497035827953368,0.00011396448826417327,neutral,0.9999794960021973
67,17964203249873198,74,False,True,False,2,Private universities should not receive one penny of taxpayer money. They charge ludicrous tuition fees and have millions in endowments. This is why we need DOGE more than ever.,2025-04-15T23:08:57.000Z,"{'label': 'negative', 'score': 0.8529629111289978}",2,0,private universities should not receive one penny of taxpayer money. they charge ludicrous tuition fees and have millions in endowments. this is why we need doge more than ever.,True,True,1,1,both,False,0,[],0,0.0,0.00857717264443636,0.00010349031072109938,0.00034039607271552086,0.0004523020761553198,0.00016287379548884928,neutral,0.5662009119987488
68,18092236765573548,13,True,False,False,0,Good! Give that money back to the taxpayers!,2025-04-15T22:14:33.000Z,"{'label': 'positive', 'score': 0.6596620678901672}",0,0,good! give that money back to the taxpayers!,False,False,0,0,none,False,0,[],0,0.0,0.01875969208776951,0.0001625372824491933,0.0008519230177626014,0.0007099044159986079,0.00047142189578153193,admiration,0.918928325176239
