authorMeta/fans,authorMeta/following,authorMeta/verified,authorMeta/video,commentCount,createTimeISO,diggCount,playCount,shareCount,text,videoMeta/duration,clean_text,has_we,has_them,we_count,them_count,pronoun_type,has_othering,othering_score,matched_patterns,othering_predicted,othering_proba,toxicity,severe_toxicity,identity_attack,insult,threat,emotion,emotion_score
8000000,69,True,147,214600,2020-09-05T23:27:18.000Z,19400000,169500000,433300,Our WHOLE Zoom class pranked our teacher  (she was so confused!!) #foryou #foryoupage #fyp #tiktok #viral #funny #trend #trending #funny #lol,14,our whole zoom class pranked our teacher she was so confused!! foryou foryoupage fyp tiktok viral funny trend trending funny lol,True,False,2,0,we_only,False,0,[],0,0.0,0.0874781236052513,0.0001526924606878,0.0003286519204266,0.0029618584085255,0.0002647053624968,amusement,0.897668719291687
1500000,69,False,19,151700,2021-02-02T21:23:50.000Z,18900000,110100000,394000,Had to make sure momma was there #funny #fyp #raccoons #love #bff #foryoupage #ThisorThatSBLV,10,had to make sure momma was there funny fyp raccoons love bff foryoupage thisorthatsblv,False,False,0,0,none,False,0,[],0,0.0,0.2360704392194748,0.0005900366231799,0.0017014131881296,0.0371054001152515,0.0003586822422221,amusement,0.8545066714286804
7900000,1436,False,2447,103800,2021-10-09T17:23:40.000Z,18900000,177700000,391400,Reply to @hankgreen1 @bunmousa not again #comedy #funny #alopecia,16,reply to not again comedy funny alopecia,False,False,0,0,none,False,0,[],0,0.0,0.0123484516516327,9.589835826773196e-05,0.000271814642474,0.0005310187116265,0.0001548536965856,amusement,0.581733763217926
4100000,279,False,233,44500,2022-04-04T14:32:45.000Z,17100000,121800000,60300,Who living here? #willsmith #asmr #oddlysatisfying #signs #funny #foryou #fyp @Austin Mollno,51,who living here? willsmith asmr oddlysatisfying signs funny foryou fyp mollno,False,False,0,0,none,False,0,[],0,0.0,0.0291304122656583,0.0001065903561539,0.00034776845132,0.0012376421364024,0.0002035478537436,curiosity,0.5416619777679443
8400000,13,False,132,75900,2022-03-22T12:44:33.000Z,16900000,153000000,463900,The end #animal #pet #cats #pets #pets #dogs #animals #dog #wee #funny #cat #fyp #,33,the end animal pet cats pets pets dogs animals dog wee funny cat fyp,False,False,0,0,none,True,1,['animals'],1,0.25,0.0564268194139003,0.0001460829080315,0.000370508263586,0.0024213090073317,0.000263924623141,neutral,0.9965581297874452
6000000,295,False,2197,117500,2021-06-17T02:34:39.000Z,16600000,122600000,363400,Wow!! #comedy #funny #mickeymouse #mickey #oddlysatisfying,13,wow!! comedy funny mickeymouse mickey oddlysatisfying,False,False,0,0,none,False,0,[],0,0.0,0.0086523946374654,9.099022281588988e-05,0.0002004336565732,0.0004509077116381,0.0001451789139537,amusement,0.522565484046936
46500000,263,True,1280,155600,2020-12-25T14:35:26.000Z,16500000,152100000,159600,@Dasha 님과 #이어찍기 #추천 #fyp #viral #funny #xyzbca #korean #おすすめ,10,fyp viral funny xyzbca korean,False,False,0,0,none,False,0,[],0,0.0,0.0067814639769494,0.0001164250352303,0.0002653684059623,0.0003655410546343,0.0001260296266991,amusement,0.9990620017051696
2200000,6,False,89,137300,2022-04-14T02:40:59.000Z,16300000,300600000,989900,#fyp #fun #memes #cute #petdog #foryou #funny #pet,10,fyp fun memes cute petdog foryou funny pet,False,False,0,0,none,False,0,[],0,0.0,0.0575275532901287,0.0001326362107647,0.0003442216839175,0.002313301898539,0.0002727772807702,amusement,0.9941493272781372
7300000,99,True,425,86100,2022-04-02T17:23:13.000Z,15500000,243800000,281300,That HURT‼️ #virall #funny #prank #fyp #foryourpage #tiktok,11,that hurt virall funny prank fyp foryourpage tiktok,False,False,0,0,none,False,0,[],0,0.0,0.6764628887176514,0.0014179331483319,0.0025926211383193,0.0419412888586521,0.0012783317361027,amusement,0.979972779750824
1300000,182,False,518,154100,2021-05-05T00:56:03.000Z,15400000,79600000,205400,#fyp #meme #funny #meme #vine,11,fyp meme funny meme vine,False,False,0,0,none,False,0,[],0,0.0,0.0714749097824096,0.0001652701757848,0.0004722847952507,0.0019270380726084,0.000417614239268,amusement,0.9988570213317872
8400000,13,False,132,94500,2022-04-12T13:55:21.000Z,15100000,121700000,393300,The end #funny #pet #animals #pets #dogs #dog #cats #cat #animal #wee #fyp #viral #,46,the end funny pet animals pets dogs dog cats cat animal wee fyp viral,False,False,0,0,none,True,1,['animals'],1,0.25,0.0387537851929664,0.0001226999738719,0.0003216830373276,0.0015236027538776,0.000230247300351,amusement,0.752976655960083
5100000,37,False,136,170600,2020-12-28T19:51:47.000Z,14700000,127700000,621700,Wee  #foryou #foryoupage #4u #tiktok #animals #xyzbca #fypage #funny #wee #dog #fyp #viral #fy,7,wee foryou foryoupage 4u tiktok animals xyzbca fypage funny wee dog fyp viral fy,False,False,0,0,none,True,1,['animals'],1,0.25,0.4987552165985107,0.0010651194024831,0.0052824788726866,0.0464147143065929,0.0011278678430244,neutral,0.9909935593605042
4100000,154,False,315,35800,2022-05-09T12:52:32.000Z,14500000,144400000,192200,#weee # #pets #cat #pet #animals #animal #catlover #fun #dog #funnyy #dogs #cats #funnyvideos #funny #wee,42,weee pets cat pet animals animal catlover fun dog funnyy dogs cats funnyvideos funny wee,False,False,0,0,none,True,1,['animals'],1,0.25,0.0290542338043451,0.0001166751026175,0.000308554212097,0.0011322431964799,0.0002561854198575,amusement,0.9987138509750366
2600000,84,False,385,183700,2020-08-30T23:46:50.000Z,14200000,112300000,1400000,It threw up#cat #petlifes #funny,6,it threw up cat petlifes funny,False,False,0,0,none,False,0,[],0,0.0,0.0036359261721372,9.085617784876376e-05,0.0001677400432527,0.000282004213659,0.0001017368776956,amusement,0.9750604629516602
456100,4,False,55,52200,2022-03-14T12:23:57.000Z,8200000,59600000,94700,women ☕#xh #xuhuongtiktok #xuhuong #memes #jokes #women,23,women xh xuhuongtiktok xuhuong memes jokes women,False,False,0,0,none,False,0,[],0,0.0,0.2979768812656402,0.0005821049562655,0.0084366025403141,0.0061054332181811,0.0009128724923357,neutral,0.999652624130249
1700000,2149,True,3543,15800,2021-01-12T16:39:47.000Z,8000000,44300000,12900,She is righting her wrongs. #ootd #gown #dress #designer #love #laugh #comedy #jokes #happy #model #happy #goodvibes  #fashion,33,she is righting her wrongs. ootd gown dress designer love laugh comedy jokes happy model happy goodvibes fashion,False,False,0,0,none,False,0,[],0,0.0,0.0019775228574872,8.656227146275342e-05,0.0001578500814503,0.000234472710872,0.0001008361432468,love,0.6216205954551697
343400,1266,False,377,48700,2021-12-08T02:52:22.000Z,7900000,53300000,101500,This is how it’s done fellas  #wife #married #couple #funny #jokes,59,this is how it s done fellas wife married couple funny jokes,False,False,0,0,none,False,0,[],0,0.0,0.2344430387020111,0.0008291248814202,0.0011572850635275,0.0207156334072351,0.0005075122462585,amusement,0.8978014588356018
3400000,40,False,178,45100,2021-05-01T21:11:52.000Z,7200000,29000000,129100,She never understands these..☠️ #fyp #foryou #viral #fypシ #jokes #funnyjokes,15,she never understands these.. fyp foryou viral fyp jokes funnyjokes,False,False,0,0,none,False,0,[],0,0.0,0.183001309633255,0.0002977318363264,0.0005282519850879,0.0052903043106198,0.000290051306365,amusement,0.5867821574211121
242100,857,False,480,33900,2022-01-09T21:28:00.000Z,7200000,39800000,36200,Saw this trend and had to do it #routine #college #sorority #couplecomedy #jokes #foryou,13,saw this trend and had to do it routine college sorority couplecomedy jokes foryou,False,False,0,0,none,False,0,[],0,0.0,0.0043040118180215,8.36028775665909e-05,0.000150077350554,0.0003097526205237,0.0001092856546165,neutral,0.9968808889389038
352200,507,False,115,8351,2021-08-08T19:40:18.000Z,6600000,35100000,35200,Pt.2 Times my jokes haven’t gone according to plan  #joke #jokes #dadjokes #mumjokes #jokeswithmom #entertainment #dadjoke #laugh #jokess #bloopers,38,pt.2 times my jokes haven t gone according to plan joke jokes dadjokes mumjokes jokeswithmom entertainment dadjoke laugh jokess bloopers,False,False,0,0,none,False,0,[],0,0.0,0.0334920696914196,0.000121518591186,0.0002605915942694,0.0013084368547424,0.0002107566106133,neutral,0.9036090970039368
508100,1494,False,1463,45900,2022-04-04T21:25:19.000Z,6500000,33600000,230800,Too much “the office” Perfectly executed and I have to act upset. Bless. #momsoftiktok #jokes,18,too much the office perfectly executed and i have to act upset. bless. momsoftiktok jokes,False,False,0,0,none,False,0,[],0,0.0,0.0159109532833099,0.0001044954333337,0.000236173858866,0.0006971393013373,0.0001481065410189,disappointment,0.8353368639945984
68100,88,False,210,46400,2021-08-10T18:50:36.000Z,6500000,26100000,75700,omg now im ashamed of her  #jokes #viral,16,omg now im ashamed of her jokes viral,False,False,0,0,none,False,0,[],0,0.0,0.086866907775402,0.0001669054763624,0.0003599420888349,0.0020388443954288,0.0002649469824973,embarrassment,0.9964326620101928
274400,1509,False,75,62100,2020-07-20T21:18:50.000Z,6400000,25800000,197400,Jokes on him #momsoftiktok #30andoverclub #jokes,39,jokes on him momsoftiktok 30andoverclub jokes,False,False,0,0,none,False,0,[],0,0.0,0.0198448523879051,0.0001046276447596,0.0002422975230729,0.0007727955817244,0.0001634226355236,amusement,0.6987141370773315
265000,573,False,113,13600,2021-06-20T03:36:38.000Z,6200000,45800000,7868,he is honestly working on his day off and it has me weak because this our vacation for Father’s Day #iCarlyAffirmation #jokes #xyzbca,31,he is honestly working on his day off and it has me weak because this our vacation for father s day icarlyaffirmation jokes xyzbca,True,False,1,0,we_only,False,0,[],0,0.0,0.0179433580487966,0.0001125996495829,0.0002216352149844,0.0007246251334436,0.0001636804081499,annoyance,0.7961243391036987
792400,705,False,1039,37400,2021-12-15T02:17:58.000Z,6100000,33800000,441100,BLIND REACT! Can you send a 2 year old to art school?? #limblossboss #dreamteamprosthetics #amputee #darkhumour #dadjokes #jokes #funny #comedy #lol #a,13,blind react! can you send a 2 year old to art school?? limblossboss dreamteamprosthetics amputee darkhumour dadjokes jokes funny comedy lol a,False,False,0,0,none,False,0,[],0,0.0,0.372626394033432,0.0003621166106313,0.0023441636003553,0.04070595651865,0.000709373911377,amusement,0.9915418028831482
4600000,2392,False,578,19200,2020-05-06T21:01:01.000Z,6100000,41900000,257100,What’s the difference?  #jokes #fyp #foryou #foryoupage #viral #innapropriate #trend,9,what s the difference? jokes fyp foryou foryoupage viral innapropriate trend,False,False,0,0,none,False,0,[],0,0.0,0.0402293913066387,0.0001218524266732,0.000260732253082,0.0011479689273983,0.0002149272913811,confusion,0.7910962104797363
147500,34,False,17,52400,2022-04-05T17:59:23.000Z,6000000,50200000,281900,#fyp #foryourpage #jokes #jokesintheoffice #tuesday #scaredthehelloutofme @marlybautizta,7,fyp foryourpage jokes jokesintheoffice tuesday scaredthehelloutofme,False,False,0,0,none,False,0,[],0,0.0,0.2361349761486053,0.000332394731231,0.0005464910063892,0.0058756377547979,0.0005041593103669,fear,0.9869217872619628
278600,332,False,757,17400,2022-02-12T22:54:49.000Z,5600000,36900000,211300,#stitch with @gavinfujjj unreal!! #stitch #fypシ #WTF #jokes #funniest #foryoupage #fyp #AlaskaAirCAREoke #crazy #lmao #fish #dogshit,15,stitch with unreal!! stitch fyp wtf jokes funniest foryoupage fyp alaskaaircareoke crazy lmao fish dogshit,False,False,0,0,none,False,0,[],0,0.0,0.8084856867790222,0.004373887553811,0.007556339725852,0.145617589354515,0.0013993077445775,amusement,0.9997162222862244
31700,94,False,108,61300,2021-12-22T17:34:57.000Z,5500000,24600000,108100,They’re so innocent  #fyp #jokes #parents #foryou #lol,16,they re so innocent fyp jokes parents foryou lol,False,True,0,1,them_only,False,0,[],0,0.0,0.4721900820732116,0.0004973324248567,0.0025971899740397,0.0650018900632858,0.0004300427390262,amusement,0.9997931122779846
1300000,182,False,518,154100,2021-05-05T00:56:03.000Z,15400000,79600000,205400,#fyp #meme #funny #meme #vine,11,fyp meme funny meme vine,False,False,0,0,none,False,0,[],0,0.0,0.0714749097824096,0.0001652701757848,0.0004722847952507,0.0019270380726084,0.000417614239268,amusement,0.9988570213317872
960500,1286,False,493,82800,2021-09-24T06:40:54.000Z,8900000,78200000,165100,Well the table broke! ‍♂️ #fyp #fypシ #meme #trend #tablebroke #osu #osugame #godmode #viral,13,well the table broke! fyp fyp meme trend tablebroke osu osugame godmode viral,False,False,0,0,none,False,0,[],0,0.0,0.4983672797679901,0.0008681828039698,0.0031689496245235,0.0233216062188148,0.0010885467054322,disappointment,0.8201689124107361
8700000,4,True,89,84900,2021-05-06T14:51:50.000Z,8700000,89800000,17700,So simple ‍♂️ @mingweirocks #meme #fail #funny #foryou #viral,21,so simple meme fail funny foryou viral,False,False,0,0,none,False,0,[],0,0.0,0.1270726919174194,0.0001791896938811,0.000460088980617,0.002922507468611,0.0003758389502763,amusement,0.9855697751045228
2400000,440,False,10200,56200,2022-02-14T20:56:50.000Z,8700000,51300000,263600,Nobody got hurt everything is Protected  no Danger no Violation everything is Staged and Fake #meme #foryou #funnyvideos  #joke,12,nobody got hurt everything is protected no danger no violation everything is staged and fake meme foryou funnyvideos joke,False,False,0,0,none,False,0,[],0,0.0,0.0865471735596656,0.0001763660256983,0.0003749807365238,0.0022294046357274,0.0004934763419441,amusement,0.6451746225357056
2400000,20,False,181,67600,2021-07-15T18:33:26.000Z,8700000,102300000,368600,Wee #foryou #foryoupage #funny #viral #wee #meme #animals #funnyvideo #4u #fypage #funnyanimals #fyp,7,wee foryou foryoupage funny viral wee meme animals funnyvideo 4u fypage funnyanimals fyp,False,False,0,0,none,True,1,['animals'],1,0.25,0.1522515714168548,0.0002607849892228,0.0005592802772298,0.0046471827663481,0.0004649772017728,amusement,0.99983811378479
1300000,182,False,518,154100,2021-05-05T00:56:03.000Z,15400000,79600000,205400,#fyp #meme #funny #meme #vine,11,fyp meme funny meme vine,False,False,0,0,none,False,0,[],0,0.0,0.0714749097824096,0.0001652701757848,0.0004722847952507,0.0019270380726084,0.000417614239268,amusement,0.9988570213317872
46500000,263,True,1280,71700,2021-01-16T15:09:09.000Z,14000000,160400000,61600,@❤️Sasha&Vanya&Roma❤️ 님과 #이어찍기  #추천 #fyp #viral #funny #xyzbca #おすすめ,18,sasha vanya roma fyp viral funny xyzbca,False,False,0,0,none,False,0,[],0,0.0,0.0161742269992828,0.0001255795214092,0.0003531583643052,0.0007135015330277,0.0002023384731728,amusement,0.999173939228058
696800,42,False,90,55300,2022-04-07T14:05:06.000Z,13900000,106100000,323000,The end #funny #funnyvideos #animals #haha #meme #dog #cat #fypage #viral #pets,25,the end funny funnyvideos animals haha meme dog cat fypage viral pets,False,False,0,0,none,True,1,['animals'],1,0.25,0.1024317517876625,0.0001895098685054,0.0006811578059569,0.0033731563016772,0.0003906910133082,amusement,0.9998146891593932
3300000,46,False,263,88800,2021-07-31T16:39:28.000Z,13800000,143800000,223400,Wait / Go #fypシ #charlie #wait #go #funny #cute #comedy,16,wait go fyp charlie wait go funny cute comedy,False,False,0,0,none,False,0,[],0,0.0,0.0189369898289442,9.520089224679396e-05,0.0002737462054938,0.0008844364783726,0.0001776322897057,amusement,0.9997159838676452
4600000,1016,False,1341,11000,2020-03-07T22:43:56.000Z,5300000,34700000,273800,Follow my insta @drakekiker #AfterMyCoffee #shykids #ChilisBirthday #diyproject #UltraSmoothMoves #joke #jokes #joker #funny #luagh #fy #fyp #foryоu,39,follow my insta aftermycoffee shykids chilisbirthday diyproject ultrasmoothmoves joke jokes joker funny luagh fy fyp fory u,False,False,0,0,none,False,0,[],0,0.0,0.76004558801651,0.0030265569221228,0.0113196866586804,0.2430123090744018,0.0015742629766464,amusement,0.70090252161026
333400,533,False,77,5660,2021-08-19T19:34:15.000Z,5200000,34200000,25600,Wait till the end  #prank #pranks #tattoo #funn #fyp #jokes,30,wait till the end prank pranks tattoo funn fyp jokes,False,False,0,0,none,False,0,[],0,0.0,0.1826589256525039,0.0002315442106919,0.0007651749183423,0.0049543241038918,0.0006730449385941,amusement,0.5695646405220032
9700000,140,False,667,25800,2021-02-05T21:52:47.000Z,5100000,28100000,124900,Dommy has a way with words. #jokes #comedy #laugh #hilarious #minnesota #winona #kickasslife #oldjokes,32,dommy has a way with words. jokes comedy laugh hilarious minnesota winona kickasslife oldjokes,False,False,0,0,none,False,0,[],0,0.0,0.0825656428933143,0.0002149446954717,0.0004923069500364,0.0056974599137902,0.00019118997443,amusement,0.999828577041626
1300000,421,False,92,9629,2020-04-17T04:18:11.000Z,5100000,26800000,56400,Sister’s BF gotta go #fyp #4u #foryoupage #stayhomestaystrong #toxic #jokes #tiktok,42,sister s bf gotta go fyp 4u foryoupage stayhomestaystrong toxic jokes tiktok,False,False,0,0,none,False,0,[],0,0.0,0.687412679195404,0.0024934427347034,0.0066070784814655,0.1512014716863632,0.00112981419079,neutral,0.999964475631714
875700,240,False,109,58700,2021-01-11T05:09:45.000Z,5000000,27300000,64700,Don’t ask where I get the inspiration for some of these bc I don’t know hhaha tag them‍♂️ #foryou #drawing #jokes,12,don t ask where i get the inspiration for some of these bc i don t know hhaha tag them foryou drawing jokes,False,True,0,1,them_only,False,0,[],0,0.0,0.0036550592631101,8.54668760439381e-05,0.0001574213965795,0.0002647043438628,0.0001115388004109,amusement,0.9148424863815308
3800000,363,True,174,324700,2019-10-30T21:59:00.000Z,27700000,324500000,2100000,You guys (literally) asked for this  #comedy #fyp #wtbdijw,8,you guys literally asked for this comedy fyp wtbdijw,False,False,0,0,none,False,0,[],0,0.0,0.02944877743721,0.0001241549034602,0.0003683750110212,0.0011345088714733,0.0001982717076316,amusement,0.9794864654541016
7900000,1436,False,2447,103800,2021-10-09T17:23:40.000Z,18900000,177700000,391400,Reply to @hankgreen1 @bunmousa not again #comedy #funny #alopecia,16,reply to not again comedy funny alopecia,False,False,0,0,none,False,0,[],0,0.0,0.0123484516516327,9.589835826773196e-05,0.000271814642474,0.0005310187116265,0.0001548536965856,amusement,0.581733763217926
55000000,8858,True,1310,94400,2020-02-16T03:40:01.000Z,17600000,226300000,167100,Shaving prank gone wrong  #trend #comedy #prank #fail,16,shaving prank gone wrong trend comedy prank fail,False,False,0,0,none,False,0,[],0,0.0,0.1291522681713104,0.0002105756284436,0.0003551188565324,0.0039892173372209,0.0003056130663026,disapproval,0.6872704029083252
6000000,295,False,2197,117500,2021-06-17T02:34:39.000Z,16600000,122600000,363400,Wow!! #comedy #funny #mickeymouse #mickey #oddlysatisfying,13,wow!! comedy funny mickeymouse mickey oddlysatisfying,False,False,0,0,none,False,0,[],0,0.0,0.0086523946374654,9.099022281588988e-05,0.0002004336565732,0.0004509077116381,0.0001451789139537,amusement,0.522565484046936
1600000,50,False,31,176500,2021-11-25T00:42:03.000Z,16100000,91600000,443300,#fyp #foryou #comedy #relatable #ratchetehitegirl #school #bus,28,fyp foryou comedy relatable ratchetehitegirl school bus,False,False,0,0,none,False,0,[],0,0.0,0.4868990778923034,0.0009001623257063,0.0062883612699806,0.0867086201906204,0.0006075597484596,amusement,0.5569533109664917
18600000,1644,True,1164,21100,2020-01-19T23:09:08.000Z,14500000,126700000,80300,Got my parents so good with this shaving prank  #trend #comedy #prank,10,got my parents so good with this shaving prank trend comedy prank,False,False,0,0,none,False,0,[],0,0.0,0.0352730527520179,0.0001498161145718,0.0002272876881761,0.0013038079487159,0.0001803300256142,approval,0.650854229927063
26700000,117,True,299,94700,2020-06-01T20:08:25.000Z,13800000,78500000,238900,People VS. Cartoons Ep. 4 #cartoons #comedy #humor #wholesome,58,people vs. cartoons ep. 4 cartoons comedy humor wholesome,False,False,0,0,none,False,0,[],0,0.0,0.0010525860125198,0.0001004164369078,0.0001425015507265,0.000191663071746,0.0001123951806221,amusement,0.9977909326553344
3300000,46,False,263,88800,2021-07-31T16:39:28.000Z,13800000,143800000,223400,Wait / Go #fypシ #charlie #wait #go #funny #cute #comedy,16,wait go fyp charlie wait go funny cute comedy,False,False,0,0,none,False,0,[],0,0.0,0.0189369898289442,9.520089224679396e-05,0.0002737462054938,0.0008844364783726,0.0001776322897057,amusement,0.9997159838676452
359400,63,False,54,178800,2020-05-23T03:30:48.000Z,13700000,76900000,673200,Netflix vs reality  #neverhaveiever #fyp #inyourface #viral #trend #tiktok #comedy,10,netflix vs reality neverhaveiever fyp inyourface viral trend tiktok comedy,False,False,0,0,none,False,0,[],0,0.0,0.0109244603663682,9.920692536979914e-05,0.0001949383731698,0.0004947114503011,0.0001526070263935,neutral,0.9544190168380736
